1,2,3,4,5,6
100,3.977921373,3.912369563,3.9551974,3.942741857,3.981087369
3.977921373,100,3.948876048,3.957239732,3.95747001,3.947524612
3.912369563,3.948876048,100,3.987983562,3.946007429,3.943363959
3.9551974,3.957239732,3.987983562,100,3.962585844,3.95826118
3.942741857,3.95747001,3.946007429,3.962585844,100,3.954341274
3.981087369,3.947524612,3.943363959,3.95826118,3.954341274,100
